symbol,direction,entry,exit,qty,pnl,reason,open_ts,close_ts,hold_minutes,tp1_hit,sl,tp1,tp2,score,regime,tier
TONUSDT,LONG,5.385,5.4135,5.571,0.1587735,trailing_stop,2024-03-26 04:15:00+00:00,2024-03-26 04:50:00+00:00,35.0,False,5.316661,5.487509,5.555848,0.0,UNKNOWN,T2
1000PEPEUSDT,LONG,0.0082753,0.0085502,3625.2462,0.99658018,time_stop,2024-03-26 01:00:00+00:00,2024-03-26 07:00:00+00:00,360.0,False,0.008059,0.0086,0.008817,0.0,UNKNOWN,T2
ATOMUSDT,LONG,12.337,12.338,2.4317,0.0024317,time_stop,2024-03-26 01:00:00+00:00,2024-03-26 07:00:00+00:00,360.0,False,12.195571,12.549143,12.690571,0.0,UNKNOWN,T2
1000PEPEUSDT,LONG,0.008343,0.0081522,3595.8288,-0.68608414,SL_hit,2024-03-27 01:00:00+00:00,2024-03-27 04:20:00+00:00,200.0,False,0.008157,0.008622,0.008808,0.0,UNKNOWN,T2
ATOMUSDT,LONG,12.376,12.23,2.424,-0.353904,SL_hit,2024-03-27 01:15:00+00:00,2024-03-27 04:50:00+00:00,215.0,False,12.242786,12.575821,12.709036,0.0,UNKNOWN,T2
1000PEPEUSDT,LONG,0.008159,0.0079546,3676.9212,-0.75156269,SL_hit,2024-03-27 04:20:00+00:00,2024-03-27 07:50:00+00:00,210.0,False,0.007958,0.00846,0.008661,0.0,UNKNOWN,T2
ATOMUSDT,LONG,12.623,12.397,2.3766,-0.5371116,SL_hit,2024-03-28 01:00:00+00:00,2024-03-28 02:40:00+00:00,100.0,False,12.442643,12.893536,13.073893,0.0,UNKNOWN,T2
1000PEPEUSDT,LONG,0.0081281,0.0081136,3690.8995,-0.05351804,trailing_stop,2024-03-28 12:00:00+00:00,2024-03-28 12:30:00+00:00,30.0,False,0.007839,0.008561,0.00885,0.0,UNKNOWN,T2
TONUSDT,LONG,4.9619,4.9638,6.0461,0.01148759,trailing_stop,2024-03-28 12:00:00+00:00,2024-03-28 12:45:00+00:00,45.0,False,4.875489,5.091516,5.177927,0.0,UNKNOWN,T2
TONUSDT,LONG,4.944,4.8706,6.068,-0.4453912,SL_hit,2024-03-29 01:15:00+00:00,2024-03-29 02:15:00+00:00,60.0,False,4.875518,5.046723,5.115205,0.0,UNKNOWN,T2
ATOMUSDT,LONG,12.39,12.399,2.4213,0.0217917,trailing_stop,2024-03-29 12:00:00+00:00,2024-03-29 12:40:00+00:00,40.0,False,12.207679,12.663482,12.845804,0.0,UNKNOWN,T2
TONUSDT,LONG,4.9039,4.95,6.1176,0.28202136,trailing_stop,2024-03-29 12:00:00+00:00,2024-03-29 13:00:00+00:00,60.0,False,4.795489,5.066516,5.174927,0.0,UNKNOWN,T2
1000PEPEUSDT,LONG,0.0078211,0.00783,3835.7776,0.03413842,trailing_stop,2024-03-30 01:00:00+00:00,2024-03-30 01:45:00+00:00,45.0,False,0.007642,0.008089,0.008268,0.0,UNKNOWN,T2
1000PEPEUSDT,LONG,0.0078566,0.0079657,3818.4456,0.41659241,trailing_stop,2024-03-30 01:45:00+00:00,2024-03-30 02:45:00+00:00,60.0,False,0.007695,0.008099,0.00826,0.0,UNKNOWN,T2
ATOMUSDT,LONG,12.503,12.612,2.3994,0.2615346,trailing_stop,2024-03-30 01:00:00+00:00,2024-03-30 03:10:00+00:00,130.0,False,12.364786,12.710321,12.848536,0.0,UNKNOWN,T2
1000PEPEUSDT,LONG,0.008222,0.0082128,3648.7473,-0.03356848,trailing_stop,2024-03-31 01:00:00+00:00,2024-03-31 01:55:00+00:00,55.0,False,0.008027,0.008514,0.008709,0.0,UNKNOWN,T2
1000PEPEUSDT,LONG,0.0082128,0.0085085,3652.8346,1.05117621,trailing_stop,2024-03-31 01:55:00+00:00,2024-03-31 06:20:00+00:00,265.0,True,0.008027,0.008492,0.008677,0.0,UNKNOWN,T2
1000PEPEUSDT,LONG,0.0090172,0.0088594,3326.9751,-0.52499667,time_stop,2024-03-31 12:00:00+00:00,2024-03-31 18:00:00+00:00,360.0,False,0.008736,0.00944,0.009721,0.0,UNKNOWN,T2
TONUSDT,LONG,5.4681,5.4564,5.4864,-0.06419088,trailing_stop,2024-04-01 01:00:00+00:00,2024-04-01 01:50:00+00:00,50.0,False,5.3871,5.5896,5.6706,0.0,UNKNOWN,T2
TONUSDT,LONG,5.4354,5.3373,5.5194,-0.54145314,SL_hit,2024-04-01 01:50:00+00:00,2024-04-01 03:00:00+00:00,70.0,False,5.344275,5.572087,5.663212,0.0,UNKNOWN,T2
ATOMUSDT,LONG,12.261,12.289,2.4468,0.0685104,trailing_stop,2024-04-01 01:00:00+00:00,2024-04-01 03:05:00+00:00,125.0,False,12.160464,12.411804,12.512339,0.0,UNKNOWN,T2
1000PEPEUSDT,LONG,0.0071602,0.007186,4189.8271,0.10809754,trailing_stop,2024-04-02 15:00:00+00:00,2024-04-02 17:05:00+00:00,125.0,False,0.006923,0.007517,0.007754,0.0,UNKNOWN,T2
ATOMUSDT,LONG,11.098,10.98,2.7032,-0.3189776,time_stop,2024-04-02 14:45:00+00:00,2024-04-02 20:45:00+00:00,360.0,False,10.904607,11.388089,11.581482,0.0,UNKNOWN,T2
TONUSDT,LONG,4.9719,5.0198,6.0339,0.28902381,trailing_stop,2024-04-03 04:15:00+00:00,2024-04-03 06:35:00+00:00,140.0,False,4.888989,5.096266,5.179177,0.0,UNKNOWN,T2
1000PEPEUSDT,LONG,0.0073892,0.0073195,4059.9794,-0.28298056,time_stop,2024-04-03 01:45:00+00:00,2024-04-03 07:45:00+00:00,360.0,False,0.00714,0.007764,0.008013,0.0,UNKNOWN,T2
ATOMUSDT,LONG,11.118,11.125,2.6983,0.0188881,time_stop,2024-04-03 01:45:00+00:00,2024-04-03 07:45:00+00:00,360.0,False,10.899071,11.446393,11.665321,0.0,UNKNOWN,T2
1000PEPEUSDT,LONG,0.006929,0.0067726,4329.6291,-0.67715399,SL_hit,2024-04-04 01:00:00+00:00,2024-04-04 02:15:00+00:00,75.0,False,0.006779,0.007154,0.007304,0.0,UNKNOWN,T2
ATOMUSDT,LONG,10.957,10.803,2.738,-0.421652,SL_hit,2024-04-04 01:00:00+00:00,2024-04-04 02:25:00+00:00,85.0,False,10.841821,11.129768,11.244946,0.0,UNKNOWN,T2
1000PEPEUSDT,LONG,0.0070303,0.0071336,4267.2432,0.44080622,trailing_stop,2024-04-04 12:00:00+00:00,2024-04-04 13:20:00+00:00,80.0,False,0.006895,0.007233,0.007368,0.0,UNKNOWN,T2
ATOMUSDT,LONG,11.03,10.918,2.7199,-0.3046288,SL_hit,2024-04-05 01:00:00+00:00,2024-04-05 02:00:00+00:00,60.0,False,10.920893,11.193661,11.302768,0.0,UNKNOWN,T2
1000PEPEUSDT,LONG,0.0069336,0.0067901,4326.7567,-0.62088959,SL_hit,2024-04-05 01:15:00+00:00,2024-04-05 02:05:00+00:00,50.0,False,0.006799,0.007135,0.00727,0.0,UNKNOWN,T2
TONUSDT,LONG,5.1571,5.2007,5.8172,0.25362992,trailing_stop,2024-04-05 01:00:00+00:00,2024-04-05 03:25:00+00:00,145.0,False,5.077386,5.276671,5.356386,0.0,UNKNOWN,T2
1000PEPEUSDT,LONG,0.0066853,0.0067133,4487.4576,0.12564881,trailing_stop,2024-04-06 01:00:00+00:00,2024-04-06 01:25:00+00:00,25.0,False,0.006577,0.006848,0.006956,0.0,UNKNOWN,T2
1000PEPEUSDT,LONG,0.0067133,0.0067394,4468.7412,0.11663415,trailing_stop,2024-04-06 01:25:00+00:00,2024-04-06 03:30:00+00:00,125.0,False,0.006598,0.006887,0.007002,0.0,UNKNOWN,T2
ATOMUSDT,LONG,10.932,11.009,2.7442,0.2113034,trailing_stop,2024-04-06 01:00:00+00:00,2024-04-06 06:05:00+00:00,305.0,False,10.847893,11.058161,11.142268,0.0,UNKNOWN,T2
1000PEPEUSDT,LONG,0.0069193,0.0070717,4335.6987,0.66076048,trailing_stop,2024-04-07 01:00:00+00:00,2024-04-07 01:40:00+00:00,40.0,False,0.006768,0.007146,0.007297,0.0,UNKNOWN,T2
1000PEPEUSDT,LONG,0.0070717,0.007105,4242.2614,0.1412673,trailing_stop,2024-04-07 01:40:00+00:00,2024-04-07 02:30:00+00:00,50.0,False,0.006879,0.007361,0.007554,0.0,UNKNOWN,T2
ATOMUSDT,LONG,11.204,11.118,2.6776,-0.2302736,SL_hit,2024-04-07 02:00:00+00:00,2024-04-07 07:55:00+00:00,355.0,False,11.118821,11.331768,11.416946,0.0,UNKNOWN,T2
1000PEPEUSDT,LONG,0.0074099,0.0074554,4048.6376,0.18421301,trailing_stop,2024-04-08 01:00:00+00:00,2024-04-08 01:20:00+00:00,20.0,False,0.007239,0.007667,0.007838,0.0,UNKNOWN,T2
1000PEPEUSDT,LONG,0.007422,0.0074238,4042.0372,0.00727567,trailing_stop,2024-04-08 01:20:00+00:00,2024-04-08 01:45:00+00:00,25.0,False,0.007245,0.007688,0.007865,0.0,UNKNOWN,T2
ATOMUSDT,LONG,11.078,10.983,2.7081,-0.2572695,SL_hit,2024-04-08 01:00:00+00:00,2024-04-08 02:50:00+00:00,110.0,False,10.984786,11.217821,11.311036,0.0,UNKNOWN,T2
TONUSDT,LONG,6.3318,6.4602,4.738,0.6083592,trailing_stop,2024-04-09 01:00:00+00:00,2024-04-09 02:00:00+00:00,60.0,False,6.162479,6.585782,6.755104,0.0,UNKNOWN,T2
1000PEPEUSDT,LONG,0.0077685,0.0077862,3861.7494,0.06835296,trailing_stop,2024-04-09 02:00:00+00:00,2024-04-09 02:40:00+00:00,40.0,False,0.007582,0.008048,0.008234,0.0,UNKNOWN,T2
TONUSDT,LONG,6.4527,6.4685,4.6492,0.07345736,trailing_stop,2024-04-09 02:00:00+00:00,2024-04-09 02:50:00+00:00,50.0,False,6.260986,6.740271,6.931986,0.0,UNKNOWN,T2
TONUSDT,LONG,6.7664,6.8064,4.4337,0.177348,trailing_stop,2024-04-10 01:00:00+00:00,2024-04-10 02:15:00+00:00,75.0,False,6.57165,7.058525,7.253275,0.0,UNKNOWN,T2
TONUSDT,LONG,6.7877,6.5318,4.4198,-1.13102682,SL_hit,2024-04-10 02:15:00+00:00,2024-04-10 02:40:00+00:00,25.0,False,6.548629,7.146307,7.385379,0.0,UNKNOWN,T2
TONUSDT,LONG,6.6679,6.7468,4.4992,0.35498688,trailing_stop,2024-04-10 04:15:00+00:00,2024-04-10 04:55:00+00:00,40.0,False,6.3419,7.1569,7.4829,0.0,UNKNOWN,T2
TONUSDT,LONG,6.7298,7.0736,4.4578,1.07941169,TP2_hit,2024-04-11 01:00:00+00:00,2024-04-11 02:45:00+00:00,105.0,True,6.6128,6.9053,7.0223,0.0,UNKNOWN,T2
ATOMUSDT,LONG,10.815,10.843,2.7739,0.0776692,trailing_stop,2024-04-11 01:00:00+00:00,2024-04-11 04:00:00+00:00,180.0,False,10.7225,10.95375,11.04625,0.0,UNKNOWN,T2
1000PEPEUSDT,LONG,0.0070846,0.0071657,4234.5369,0.34342094,time_stop,2024-04-11 01:00:00+00:00,2024-04-11 07:00:00+00:00,360.0,False,0.006936,0.007307,0.007455,0.0,UNKNOWN,T2
